shop,type,num_malls,num_outlets,malls
RED ARMY WATCHES,Retail,2,2,"ION Orchard, Suntec City"
RIMOWA,Retail,2,2,"Mandarin Gallery, The Shoppes at Marina Bay Sands"
ROYAL SELANGOR,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
Rado,Retail,2,2,"Suntec City, The Shoppes at Marina Bay Sands"
Raffles Dental,Retail,2,2,"Causeway Point, White Sands"
Raffles Florist,Retail,2,2,"Bugis Junction (Part of Bugis Town), Junction 8"
Ralph Lauren Children,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Red 2,Retail,2,2,"AMK Hub, Jurong Point"
Regina,Retail,2,2,"Clarke Quay Central, Junction 8"
Revival Hair Gallery,Retail,2,2,"AMK Hub, Century Square"
Rolex at Cortina Watch,Retail,2,2,"Paragon, Raffles City Shopping Centre"
SABRINAGOH,Retail,2,2,"Great World, Raffles City Shopping Centre"
SANDRO,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
SCOOP Wholefoods Australia,Retail,2,2,"Raffles City Shopping Centre, Waterway Point"
SEED Heritage,Retail,2,2,"Paragon, Wisma Atria"
SLEEPNIGHT Lifestyle Mattress,Retail,2,2,"Jurong Point, Suntec City"
SPLICE BARBERSHOP,Retail,2,2,"One Holland Village, Suntec City"
STAR ARTS,Retail,2,2,"City Square Mall, Westgate"
SUNGLASS HUT,Retail,2,2,"ION Orchard, Wisma Atria"
Sahur's Art,Retail,2,2,"Funan, Plaza Singapura"
Sandbar,Retail,2,2,"Great World, Paragon"
Scanteak Signature,Retail,2,2,"Suntec City, Westgate"
Seiko,Retail,2,2,"Ngee Ann City, VivoCity"
Shadori,Retail,2,2,"Bugis+ (Part of Bugis Town), Wisma Atria"
Shanghai Tang,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Shoe Clinic,Retail,2,2,"Century Square, PLQ Mall"
Shu Uemura,Retail,2,2,"Bugis Junction (Part of Bugis Town), ION Orchard"
Sincere Fine Watches,Retail,2,2,"Ngee Ann City, Suntec City"
Smigy,Retail,2,2,"PLQ Mall, United Square"
Sole Lovers,Retail,2,2,"Jem, VivoCity"
Solvil Et Titus,Retail,2,2,"Jurong Point, Ngee Ann City"
Song-Cho,Retail,2,2,"AMK Hub, IMM Building"
Spa Esprit,Retail,2,2,"Great World, Raffles City Shopping Centre"
Standard Chartered Bank,Retail,2,2,"Jem, VivoCity"
Strip / Browhaus,Retail,2,2,"Paragon, Tampines 1"
Sulwhasoo,Retail,2,2,"ION Orchard, Westgate"
Sun & Sand Sports,Retail,2,2,"Raffles City Shopping Centre, Westgate"
Sunday Staples,Retail,2,2,"313@somerset, Jem"
TEMPUR,Retail,2,2,"IMM Building, Plaza Singapura"
THE ETON ACADEMY,Retail,2,2,"Great World, Sengkang Grand Mall"
THE NORTH FACE,Retail,2,2,"ION Orchard, VivoCity"
TOY-C,Retail,2,2,"Plaza Singapura, Suntec City"
TRUE FITNESS,Retail,2,2,"Great World, Velocity@Novena Square"
Tang Shan TCM & Massage,Retail,2,2,"City Square Mall, Velocity@Novena Square"
The Ark Futsal,Retail,2,2,"Aperia Mall, Funan"
The Aroma Hub,Retail,2,2,"Northpoint City, Tampines Mall"
The Chinese Wedding Shop,Retail,2,2,"Jem, Jurong Point"
The Clinic Group,Retail,2,2,"Aperia Mall, Westgate"
The Paper Bunny,Retail,2,2,"Ngee Ann City, VivoCity"
The Pet Safari,Retail,2,2,"VivoCity, Waterway Point"
The Seafood Market Place By Song Fish,Retail,2,2,"Century Square, Jem"
The Smell Lab,Retail,2,2,"Bugis+ (Part of Bugis Town), United Square"
The Tinsel Rack,Retail,2,2,"Plaza Singapura, Tampines 1"
The Underground,Retail,2,2,"Lot One Shoppers' Mall, Westgate"
The Willow Label,Retail,2,2,"Jem, Plaza Singapura"
The s.k.MED Clinic,Retail,2,2,"Tampines 1, West Coast Plaza"
Tory Burch,Retail,2,2,"The Shoppes at Marina Bay Sands, Wisma Atria"
Tracyeinny,Retail,2,2,"Junction 8, PLQ Mall"
U Hair,Retail,2,2,"Junction 8, Jurong Point"
UBreakifix.sg,Retail,2,2,"Northpoint City, White Sands"
Under Armour Outlet,Retail,2,2,"City Square Mall, IMM Building"
Universal Optical,Retail,2,2,"Century Square, Square 2"
VACHERON CONSTANTIN,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
VS Salon,Retail,2,2,"313@somerset, Tampines Mall"
ValueLux Furnishing,Retail,2,2,"Bedok Mall, City Square Mall"
ValueMax,Retail,2,2,"Jurong Point, White Sands"
Versace,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Vilebrequin,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Vincent Watch,Retail,2,2,"Causeway Point, Tampines Mall"
W.TWO,Retail,2,2,"AMK Hub, Hougang Mall"
WANDERLUST + CO,Retail,2,2,"Great World, Ngee Ann City"
WANG LEARNING CENTRE,Retail,2,2,"Hougang 1, Square 2"
Watches of Switzerland,Retail,2,2,"Paragon, VivoCity"
Winning,Retail,2,2,"Causeway Point, Hougang Mall"
Write Edge,Retail,2,2,"Great World, Westgate"
Writers' Guild,Retail,2,2,"AMK Hub, Northpoint City"
Y21,Retail,2,2,"Bugis Junction (Part of Bugis Town), Suntec City"
Yong Kang TCM Clinic,Retail,2,2,"Jurong Point, VivoCity"
ZTP,Retail,2,2,"AMK Hub, Jurong Point"
Zegna,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Zoomoov,Retail,2,2,"VivoCity, Westgate"
balabala,Retail,2,2,"Plaza Singapura, VivoCity"
bloomB,Retail,2,2,"Paragon, United Square"
iBrow Studio,Retail,2,2,"Junction 8, Square 2"
iClaw Taiwan,Retail,2,2,"Marina Square, The Centrepoint"
iRun,Retail,2,2,"313@somerset, Wisma Atria"
motherlove,Retail,2,2,"Ngee Ann City, VivoCity"
Brompton Junction,Retail,1,2,Funan
Hush Puppies (Shoes) Outlet,Retail,1,2,IMM Building
Little Farms (Cafe),Retail,1,2,Valley Point
TANGS,Retail,1,2,VivoCity
Yu Cai Education Centre,Retail,1,2,Northpoint City
Zouk,Retail,1,2,CQ @ Clarke Quay
#RAVE,Retail,1,1,Marina Square
10 SQUARE @ ORCHARD CENTRAL,Retail,1,1,Orchard Central
100 Island Beauty and Wellness,Retail,1,1,Aperia Mall
12HRS Money Exchanger,Retail,1,1,Velocity@Novena Square
19 Exchange,Retail,1,1,Bugis Junction (Part of Bugis Town)
1TCM,Retail,1,1,Velocity@Novena Square
21 Medical Aesthetics Clinic,Retail,1,1,Raffles City Shopping Centre
24/7 FITNESS ORCHARD,Retail,1,1,Pacific Plaza
2PM,Retail,1,1,Jurong Point
2ft. Orthotics,Retail,1,1,Plaza Singapura
2it & drink,Retail,1,1,Valley Point
3+ SALON,Retail,1,1,Pacific Plaza
3DSENSE MEDIA SCHOOL,Retail,1,1,Clarke Quay Central
3Sixty Degree Lab,Retail,1,1,Northpoint City
3WAY,Retail,1,1,Lucky Chinatown
45R,Retail,1,1,Paragon
8 Treasures,Retail,1,1,Jurong Point
999.9,Retail,1,1,Ngee Ann City
A GOOD PLACE,Retail,1,1,One Holland Village
A+ HAIR SALON,Retail,1,1,Paragon
A. LANGE & SOHNE,Retail,1,1,ION Orchard
A.D.S Clinic,Retail,1,1,Suntec City
AAPE STORE,Retail,1,1,313@somerset
ABC Cooking Studio,Retail,1,1,Funan
ABRAKADOODLE ART STUDIO,Retail,1,1,Great World
ABSOLUTE PILATES,Retail,1,1,Great World
ACADEMY OF CHIROPRACTIC CLINIC,Retail,1,1,Riverside Point
ACLIUM,Retail,1,1,Suntec City
ACNE STUDIOS,Retail,1,1,The Shoppes at Marina Bay Sands
ADVENTURE 21,Retail,1,1,Clarke Quay Central
AERIAL ARTS COLLECTIVE,Retail,1,1,Icon Village
AGASSY,Retail,1,1,Bugis Junction (Part of Bugis Town)
AHKAH,Retail,1,1,The Shoppes at Marina Bay Sands
AI JEWELLERY,Retail,1,1,Lucky Chinatown
AIBI,Retail,1,1,VivoCity
AIBI Outlet,Retail,1,1,IMM Building
AIGNER,Retail,1,1,Paragon
AILISA WELLNESS,Retail,1,1,Square 2
AIMER,Retail,1,1,The Shoppes at Marina Bay Sands
AIMER KIDS,Retail,1,1,The Shoppes at Marina Bay Sands
AIMER MEN,Retail,1,1,The Shoppes at Marina Bay Sands
AIX Armani Exchange,Retail,1,1,Ngee Ann City
AKEMI,Retail,1,1,Plaza Singapura
AL-AMAN EXCHANGE,Retail,1,1,Causeway Point
ALDO Outlet,Retail,1,1,IMM Building
ALEXANDER MCQUEEN,Retail,1,1,The Shoppes at Marina Bay Sands
ALH RMC Money Changer,Retail,1,1,Wisma Atria
ALICE+OLIVIA,Retail,1,1,Paragon
ALIGN BRACES CLINIC,Retail,1,1,Plaza Singapura
ALIVE TATTOO STUDIO,Retail,1,1,Lucky Chinatown
ALIZIA GIFT HOUSE,Retail,1,1,Square 2
ALL IN ONE ACADEMY,Retail,1,1,Junction 10
ALLSMILES DENTAL CARE,Retail,1,1,One Holland Village
ALUXE JEWELRY,Retail,1,1,ION Orchard
AL² RADIANT,Retail,1,1,Plaza Singapura
AM I ADDICTED KOREAN POTTERY STUDIO,Retail,1,1,Orchard Central
AMAFFI PERFUME HOUSE,Retail,1,1,The Shoppes at Marina Bay Sands
AMAZONIA,Retail,1,1,Great World
AMB Aquatic Hub,Retail,1,1,The Centrepoint
AMBER FAMILY CLINIC,Retail,1,1,Katong V
ANAGEN SCALP,Retail,1,1,Pacific Plaza
ANGLICAN SENIOR CENTRE,Retail,1,1,HillV2
ANTA Basketball,Retail,1,1,Paragon
ANTA Kids Outlet,Retail,1,1,IMM Building
ANTA Outlet,Retail,1,1,IMM Building
AOE,Retail,1,1,Mandarin Gallery
AOM,Retail,1,1,Square 2
APAX MEDICAL & AESTHETICS CLINIC,Retail,1,1,Junction 10
AQARA HOME,Retail,1,1,Bugis Junction (Part of Bugis Town)
ARCH,Retail,1,1,Suntec City
ARKIDENTAL,Retail,1,1,Great World
ART & ROSES FLOWERS 'N' GIFTS,Retail,1,1,Square 2
ART VILLAGE,Retail,1,1,West Coast Plaza
ASIA MUSIC SCHOOL,Retail,1,1,West Coast Plaza
ASICS Factory Outlet,Retail,1,1,IMM Building
ASLOWE,Retail,1,1,Northpoint City
ASSEMBLE / ACCENT,Retail,1,1,Orchard Central
ASTALIFT,Retail,1,1,Plaza Singapura
ATLAS KIND,Retail,1,1,Great World
AURA CLINIC,Retail,1,1,One Holland Village
AURA MEDICAL AESTHETICS,Retail,1,1,One Holland Village
AURRA BY JET CONCEPTS,Retail,1,1,Katong V
AVEDA MICRO EXPERIENCE CENTER,Retail,1,1,Great World
AWEI,Retail,1,1,United Square
AWENQIQI,Retail,1,1,Suntec City
AXS Machine,Retail,1,1,Jem
AXS Station 2,Retail,1,1,Suntec City
AXS Stations/Citi/DBS ATMs (Behind Travelators),Retail,1,1,City Square Mall
Aartical,Retail,1,1,IMM Building
Abel Richard,Retail,1,1,The Shoppes at Marina Bay Sands
About Flowers,Retail,1,1,Lot One Shoppers' Mall
Absolute Boutique Fitness Studio,Retail,1,1,The Centrepoint
Accentz,Retail,1,1,White Sands
Accessity,Retail,1,1,The Centrepoint
Ace Club Tennis,Retail,1,1,Funan
Acqua di Parma,Retail,1,1,Raffles City Shopping Centre
Action City,Retail,1,1,Ngee Ann City
Action City Plus,Retail,1,1,Ngee Ann City
AcuMed Medical Group,Retail,1,1,Jurong Point
Adams Tailor,Retail,1,1,Marina Square
Adeva Spa,Retail,1,1,Paragon
Adonis,Retail,1,1,VivoCity
Adpost Moneychanger,Retail,1,1,Mandarin Gallery
AfactivecasualXKaftanique,Retail,1,1,Causeway Point
Aglow Baby & Child Clinic,Retail,1,1,United Square
AgnesG. Nails,Retail,1,1,PLQ Mall
Ah Mah Homemade Cake,Retail,1,1,VivoCity
Ai Tang Zu,Retail,1,1,White Sands
Aircon Gallery by Best Tech,Retail,1,1,IMM Building
Airzone,Retail,1,1,City Square Mall
Akemi Home,Retail,1,1,Jem
AlX ARMANI EXCHANGE,Retail,1,1,ION Orchard
Alan Photo,Retail,1,1,Funan
Alchemist & Arcade,Retail,1,1,Funan
Alice Girl,Retail,1,1,Bugis Junction (Part of Bugis Town)
All Best,Retail,1,1,IMM Building
All Best Air-Conditioning,Retail,1,1,Century Square
Allure Beauty Saloon,Retail,1,1,City Square Mall
Alo Yoga,Retail,1,1,The Shoppes at Marina Bay Sands
AlphaTheta,Retail,1,1,Funan
Amazing Collective,Retail,1,1,The Centrepoint
Amazing Hearing,Retail,1,1,Bedok Mall
American Shoe Store (Alden),Retail,1,1,Mandarin Gallery
Amore Define,Retail,1,1,Bugis Junction (Part of Bugis Town)
Amore Fitness,Retail,1,1,Tampines 1
Amore Fitness & Define,Retail,1,1,Plaza Singapura
Amouage,Retail,1,1,Raffles City Shopping Centre
"Analisa, The Perfumers' Album, PARIS",Retail,1,1,Plaza Singapura
Angelique Boutique,Retail,1,1,The Centrepoint
Anta Kids,Retail,1,1,City Square Mall
Anthony Hair Boutique,Retail,1,1,Tampines 1
Anytime Fitness Clarke Quay,Retail,1,1,CQ @ Clarke Quay
Aparo Golf,Retail,1,1,Marina Square
Aptos Taekwondo,Retail,1,1,City Square Mall
Arc'teryx,Retail,1,1,The Shoppes at Marina Bay Sands
Armani Beauty,Retail,1,1,Raffles City Shopping Centre
Aroma Truffle,Retail,1,1,Jewel Changi Airport
Art District SG,Retail,1,1,Mandarin Gallery
Art Friend,Retail,1,1,Plaza Singapura
Arteastiq Jamming Studio,Retail,1,1,Mandarin Gallery
Artisan Jewellery,Retail,1,1,Aperia Mall
Artistry Hair Studio,Retail,1,1,City Square Mall
Asia Excel,Retail,1,1,IMM Building
Asian Artistry,Retail,1,1,The Centrepoint
Aspire Hub,Retail,1,1,Jurong Point
Astute Medical Clinic,Retail,1,1,Funan
Audio-Technica,Retail,1,1,Funan
Aveda,Retail,1,1,Ngee Ann City
Aventi Living,Retail,1,1,IMM Building
Avenue Medical + Surgery Group,Retail,1,1,Ngee Ann City
Avenue on 3,Retail,1,1,Paragon
Avinichi,Retail,1,1,Westgate
Aēsop,Retail,1,1,Tampines Mall
B Outlet,Retail,1,1,IMM Building
B*dazzle,Retail,1,1,Wisma Atria
B. S. Moey - Chong Optometrist & Contact Lens Practitioner,Retail,1,1,Plaza Singapura
BA&SH,Retail,1,1,The Shoppes at Marina Bay Sands
BABIES BELLIES,Retail,1,1,Square 2
BABY DIOR,Retail,1,1,The Shoppes at Marina Bay Sands
BACKSTAGE HAIR SALON,Retail,1,1,Orchard Central
BALLY,Retail,1,1,The Shoppes at Marina Bay Sands
BALMAIN,Retail,1,1,The Shoppes at Marina Bay Sands
BAO BAO ISSEY MIYAKE,Retail,1,1,The Shoppes at Marina Bay Sands
BAO ZHI TANG FOOT REFLEXOLOGY,Retail,1,1,Katong V
BAPE STORE® SINGAPORE,Retail,1,1,Mandarin Gallery
BBounce Studio,Retail,1,1,The Centrepoint
BEAUTY COLLECTIVE,Retail,1,1,Square 2
BEAUTY EMPIRE,Retail,1,1,Square 2
BEAUTY FULL SKIN,Retail,1,1,Icon Village
BEAUTY'S ZIP,Retail,1,1,Square 2
BECOME Aesthetics Clinics,Retail,1,1,Plaza Singapura
BEN'S COLLECTIONS,Retail,1,1,Square 2
BFT WEST COAST PLAZA,Retail,1,1,West Coast Plaza
BHG,Retail,1,1,Bugis Junction (Part of Bugis Town)
BIG BUS & DUCK,Retail,1,1,Suntec City
BJ LUXURY,Retail,1,1,Pacific Plaza
BKK Forex,Retail,1,1,Aperia Mall
BLAXK,Retail,1,1,Funan
BLOOM & BOOM,Retail,1,1,Bugis+ (Part of Bugis Town)
BOBBI BROWN,Retail,1,1,ION Orchard
BOCHECHAS X TINY DOTS WONDER,Retail,1,1,Great World
BOROFONE,Retail,1,1,Lot One Shoppers' Mall
BOSS Green,Retail,1,1,The Shoppes at Marina Bay Sands
BOSS Outlet,Retail,1,1,IMM Building
BOTTOMSLIM AND ASIAN SKIN SOLUTIONS,Retail,1,1,Square 2
BOUCHERON,Retail,1,1,The Shoppes at Marina Bay Sands
BP Brow & Lash,Retail,1,1,Bedok Mall
BR Aesthetics Medical Clinic,Retail,1,1,The Shoppes at Marina Bay Sands
BUBBLES GYM,Retail,1,1,One Holland Village
BUBEN & ZORWEG,Retail,1,1,ION Orchard
BUFF'D NAIL SPA,Retail,1,1,The Shoppes at Marina Bay Sands
BURBERRY KIDS,Retail,1,1,The Shoppes at Marina Bay Sands
BUSY BEES LEARNING CENTRE,Retail,1,1,HillV2
BUZUD,Retail,1,1,Square 2
BYREDO,Retail,1,1,Ngee Ann City
Babies Bliss,Retail,1,1,Plaza Singapura
Bada Hair,Retail,1,1,Mandarin Gallery
Bagzx,Retail,1,1,Jurong Point
Ballet Quarter,Retail,1,1,PLQ Mall
Bally Photo Electronics,Retail,1,1,Plaza Singapura
Bank of China ATM,Retail,1,1,Junction 8
Barani,Retail,1,1,Suntec City
Barani Outlet,Retail,1,1,IMM Building
Bath & Body Works by BuyBye Valiram Fashion Outlet,Retail,1,1,IMM Building
Bbyeol by Ruhens,Retail,1,1,Suntec City
Be U Hair Design,Retail,1,1,The Centrepoint
Beaute Hub,Retail,1,1,Suntec City
Beaute Nails,Retail,1,1,Suntec City
Beautique,Retail,1,1,The Centrepoint
Beauty Essentials,Retail,1,1,Century Square
Beauty Full Skin Wellness,Retail,1,1,Tampines 1
Bedroom Affairs,Retail,1,1,Waterway Point
Believer Music,Retail,1,1,Velocity@Novena Square
Belle & Kate,Retail,1,1,313@somerset
Belle & Tulle Bridal,Retail,1,1,Paragon
Belle Watch,Retail,1,1,The Centrepoint
Bellroy,Retail,1,1,Plaza Singapura
Bells Baking Studio,Retail,1,1,Suntec City
Ben & Jerry's,Retail,1,1,VivoCity
BenTahir,Retail,1,1,Northpoint City
Beneunder 蕉下,Retail,1,1,Westgate
Benjamin Barker Outlet,Retail,1,1,IMM Building
Best Imprezzione,Retail,1,1,The Centrepoint
Best Tech,Retail,1,1,City Square Mall
Bethesda Medical Centre,Retail,1,1,Suntec City
Billabong,Retail,1,1,VivoCity
Bioskin,Retail,1,1,The Centrepoint
Bioskin Luxe Aesthetic Clinic,Retail,1,1,The Centrepoint
Birkenstock Outlet,Retail,1,1,IMM Building
Black Lily,Retail,1,1,AMK Hub
Blackoutz,Retail,1,1,Northpoint City
Ble de Fonty (Opening Soon),Retail,1,1,Jewel Changi Airport
Blessed Kidz Learning Hub,Retail,1,1,City Square Mall
Blossom,Retail,1,1,Lot One Shoppers' Mall
Blue Ribbon Florist & Gifts,Retail,1,1,Tiong Bahru Plaza
Boarding Gate & The Wallet Shop,Retail,1,1,Bedok Mall
Bodyworks Chiropractic,Retail,1,1,Aperia Mall
Boft Photo Printing Machine,Retail,1,1,Jem
BolotreeSG,Retail,1,1,Northpoint City
Bonbon Blowout Bar,Retail,1,1,Marina Square
Bossini. X Outlet,Retail,1,1,IMM Building
Boulder Movement,Retail,1,1,Bugis+ (Part of Bugis Town)
Boulder+,Retail,1,1,Aperia Mall
Boulevard Outdoor Inspirations,Retail,1,1,Plaza Singapura
Bountifuliving / JOEI,Retail,1,1,Swing By @ Thomson Plaza
Brands Lover,Retail,1,1,Marina Square
BreakFixNow,Retail,1,1,Bedok Mall
Bricks & Ocean,Retail,1,1,Marina Square
Bridging the Gap (Early Intervention For Life),Retail,1,1,City Square Mall
BritishIndia,Retail,1,1,Marina Square
Brooks Brothers,Retail,1,1,Paragon
Brow Art Asia,Retail,1,1,Tiong Bahru Plaza
Bugis Money Changer,Retail,1,1,Bugis Junction (Part of Bugis Town)
Buttonscarves,Retail,1,1,Jewel Changi Airport
By Invite Only Jewellery,Retail,1,1,313@somerset
Bynd Artisan,Retail,1,1,Raffles City Shopping Centre
C.C,Retail,1,1,AMK Hub
CAPITOL OPTICAL MYOPIA MANAGEMENT CENTRE,Retail,1,1,Lot One Shoppers' Mall
CAPSULE by Watches of Switzerland,Retail,1,1,Jewel Changi Airport
CARA CLUB,Retail,1,1,Bugis+ (Part of Bugis Town)
CAREHOME,Retail,1,1,Square 2
CARS,Retail,1,1,Jurong Point
CARS International Premier,Retail,1,1,Paragon
CASE LOGIC,Retail,1,1,Clarke Quay Central
CASETIFY STUDIO,Retail,1,1,ION Orchard
CASH STUDIO,Retail,1,1,Clarke Quay Central
CASING HUB,Retail,1,1,Bugis Junction (Part of Bugis Town)
CD Plus,Retail,1,1,United Square
CELMONZE SIGNATURE,Retail,1,1,One Holland Village
CENDRE@SWEENYS,Retail,1,1,One Holland Village
CERAMIQUE AESTHETICS,Retail,1,1,Orchard Central
CERAMIQUE AESTHETICS. WELLNESS,Retail,1,1,Orchard Central
CFC Chicken,Retail,1,1,VivoCity
CH CAROLINA HERRERA,Retail,1,1,The Shoppes at Marina Bay Sands
CHALLENGER B3,Retail,1,1,ION Orchard
CHAMBER,Retail,1,1,Wisma Atria
CHANEL FRAGRANCE & BEAUTY,Retail,1,1,The Shoppes at Marina Bay Sands
CHANEL PRIVE,Retail,1,1,ION Orchard
"CHANG BAI SHAN GINSENG MEDICAL HALL, SEAFOOD & BIRD'S NEST WHOLESALE CENTRE",Retail,1,1,Lucky Chinatown
CHASEYCHARM,Retail,1,1,313@somerset
CHATEAU DE SABLE,Retail,1,1,Great World
CHATSWORTH MEDI@RT ACADEMY,Retail,1,1,Riverside Point
CHEAK,Retail,1,1,ION Orchard
CHEN KANG WELLNESS & THERAPY,Retail,1,1,West Coast Plaza
CHIC FEVER,Retail,1,1,Bugis Junction (Part of Bugis Town)
CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO.,Retail,1,1,Riverside Point
CHINATOWN SEAL CARVING SOUVENIR,Retail,1,1,Lucky Chinatown
CHJ JEWELLERY,Retail,1,1,Northpoint City
CHLOÉ,Retail,1,1,The Shoppes at Marina Bay Sands
CHONG HOE HEALTHCARE,Retail,1,1,Clarke Quay Central
CHRONO95 Luxury Watch Boutique,Retail,1,1,Mandarin Gallery
CHUN KEI JEWELLERY,Retail,1,1,Lucky Chinatown
CITI WEALTH CENTRE,Retail,1,1,One Holland Village
CLARINS SKIN SPA,Retail,1,1,ION Orchard
CLE DE PEAU BEAUTE,Retail,1,1,ION Orchard
CLEANLY DRY CLEANING & ALTERATION,Retail,1,1,Square 2
CLOUD 9 STUDIO,Retail,1,1,Bedok Mall
CLUB 101,Retail,1,1,Orchard Central
CLUB MONACO,Retail,1,1,ION Orchard
CLUB PILATES,Retail,1,1,Orchard Central
CLUB21 X PLAY COMME DES GARÇONS,Retail,1,1,The Shoppes at Marina Bay Sands
CLÉMENCE BY RUE MADAME,Retail,1,1,Great World
CMA Mental Arithmetic Centre,Retail,1,1,City Square Mall
CO PLAY,Retail,1,1,Plaza Singapura
COACH Outlet,Retail,1,1,IMM Building
COGITO CHEMISTRY,Retail,1,1,Square 2
COLDWEAR Outlet,Retail,1,1,IMM Building
COLOR MOON ART STUDIO,Retail,1,1,Clarke Quay Central
COMFORT ZONE SIGNATURE,Retail,1,1,Square 2
CONFORMITY,Retail,1,1,Orchard Central
CONNECT @ City Square Mall,Retail,1,1,City Square Mall
COSMO HAIR & BEAUTY SALON,Retail,1,1,Great World
COULISSE HEIR,Retail,1,1,ION Orchard
COZ,Retail,1,1,Bugis Junction (Part of Bugis Town)
CR Group,Retail,1,1,Funan
CRISTOFORI ACADEMY OF FINE ARTS,Retail,1,1,One Holland Village
CRUMPLER,Retail,1,1,ION Orchard
CS FRESH BY COLD STORAGE,Retail,1,1,Great World
CS Fresh Gold,Retail,1,1,Paragon
CTDI,Retail,1,1,Aperia Mall
CUE 8 BILLIARDS,Retail,1,1,Clarke Quay Central
CUE GURU POOL SPORT @ BUGIS+,Retail,1,1,Bugis+ (Part of Bugis Town)
CURIOUS CREATURES,Retail,1,1,ION Orchard
Caesars,Retail,1,1,Plaza Singapura
Calista Fashion,Retail,1,1,Jurong Point
Calligaris,Retail,1,1,Suntec City
Calvin Klein Outlet,Retail,1,1,IMM Building
Card Arena by MyRepublic,Retail,1,1,Suntec City
Card Shack Machine,Retail,1,1,Jem
Cardboard Collectible,Retail,1,1,The Centrepoint
Caribbean,Retail,1,1,The Centrepoint
Caring Skin,Retail,1,1,Ngee Ann City
Carousell Luxury,Retail,1,1,The Centrepoint
Cartier at Cortina Watch,Retail,1,1,Raffles City Shopping Centre
Cash Lux,Retail,1,1,Century Square
Celmonze Signature Aesthetic,Retail,1,1,Funan
Central Exchange Money Changer,Retail,1,1,Suntec City
Challenger Flagship Store,Retail,1,1,Bugis Junction (Part of Bugis Town)
Champion Outlet,Retail,1,1,IMM Building
Chandra Exchange,Retail,1,1,Tampines Mall
Chanel Beauty at BHG,Retail,1,1,Bugis Junction (Part of Bugis Town)
Chanel Watches & Fine Jewellery,Retail,1,1,Ngee Ann City
Charles & Keith Outlet,Retail,1,1,IMM Building
Chateau de Sable Outlet,Retail,1,1,IMM Building
Chaut Fifth,Retail,1,1,Suntec City
Chen Kang Wellness,Retail,1,1,Tampines Mall
Cheng Rui Lifestyle Feng Shui,Retail,1,1,Tampines 1
Cheongdam Aesthetics Clinic,Retail,1,1,United Square
Cheongdam Korean Skin Management,Retail,1,1,United Square
Cheongdam Skin Management & Aesthetics Clinic,Retail,1,1,Jurong Point
Chequered Flag,Retail,1,1,Wisma Atria
Cheris,Retail,1,1,Bugis Junction (Part of Bugis Town)
Cheryl W Wellness & Weight Management,Retail,1,1,Ngee Ann City
Chez Vous . Chez Image,Retail,1,1,Ngee Ann City
Chiki Can Paint,Retail,1,1,AMK Hub
Chimp Champ,Retail,1,1,Marina Square
Chiropractic First The Spine & Nerve Clinic,Retail,1,1,Sengkang Grand Mall
Chloé Atelier des Fleurs,Retail,1,1,VivoCity
Choa Chu Kang Public Library,Retail,1,1,Lot One Shoppers' Mall
Chopard at Cortina Watch,Retail,1,1,Raffles City Shopping Centre
Chota House,Retail,1,1,313@somerset
Château de Sable,Retail,1,1,Paragon
Citi Beauty Aesthetics,Retail,1,1,Velocity@Novena Square
Citispa,Retail,1,1,Northpoint City
City Chain Outlet,Retail,1,1,IMM Building
City Mahjong Centre,Retail,1,1,Jurong Point
City Tourist Hub,Retail,1,1,Marina Square
Clarins at BHG,Retail,1,1,Bugis Junction (Part of Bugis Town)
Clariti - Hearing Care Professionals,Retail,1,1,The Centrepoint
Clarks Outlet,Retail,1,1,IMM Building
ClawGey,Retail,1,1,White Sands
ClearSK Laser Aesthetic Clinic,Retail,1,1,Westgate
Clearlab,Retail,1,1,The Centrepoint
Clifford Gems & Money Exchange,Retail,1,1,Raffles City Shopping Centre
Clinico Hearing Solution,Retail,1,1,Velocity@Novena Square
Clinique,Retail,1,1,Causeway Point
Clippers Barber & Smoovee Skin,Retail,1,1,Waterway Point
Cloud9,Retail,1,1,Century Square
Cloud9 Studio,Retail,1,1,Westgate
Clovers,Retail,1,1,Jurong Point
Club Shine,Retail,1,1,Marina Square
Clé de Peau Beauté,Retail,1,1,The Shoppes at Marina Bay Sands
Coloc The Tailor,Retail,1,1,Mandarin Gallery
Colorwash,Retail,1,1,Mandarin Gallery
Compass Foreign Exchange,Retail,1,1,Sengkang Grand Mall
Concept Nailz Spa,Retail,1,1,City Square Mall
ConnectIT by Jade Gift Shop,Retail,1,1,313@somerset
Converse Outlet,Retail,1,1,IMM Building
Coo. Seoul+,Retail,1,1,Jurong Point
Core Concepts,Retail,1,1,Velocity@Novena Square
Corinne Jewelry,Retail,1,1,Marina Square
Corinthians Asia Group (Office),Retail,1,1,CQ @ Clarke Quay
Cotton Amour,Retail,1,1,Marina Square
