brand,segment,provenance,outlets
S Lady,Retail,Unknown,1
Pablo Blau,Retail,Unknown,1
The Body Firm,Retail,Unknown,1
HERMETISE,Retail,Unknown,1
TRESORY.,Retail,Unknown,1
Acqua di Parma,Retail,Unknown,1
Tns SIGNATURE,Retail,Unknown,1
byCaxs DOLL PARLOUR,Retail,Unknown,1
Dr Scalp,Retail,Unknown,1
Creed,Retail,Unknown,1
Kave Home,Retail,Unknown,1
Qoltured by Fortytwo,Retail,Unknown,1
NK BY NIKI,Retail,Unknown,1
NEIWAI,Retail,Unknown,1
HARNN,Retail,Unknown,1
Real Yoga,Retail,Unknown,1
21 Medical Aesthetics Clinic,Retail,Unknown,1
Victoria Beauty SPA,Retail,Unknown,1
Sanchō by Chek Hong Leather,Retail,Unknown,1
Modelle,Retail,Unknown,1
YSL Beauty,Retail,Unknown,1
Food Art,Retail,Unknown,1
LUMINE SINGAPORE,Retail,Unknown,1
Armani Beauty,Retail,Unknown,1
Clifford Gems & Money Exchange,Retail,Unknown,1
Drs Singh & Partners,Retail,Unknown,1
Kim.T - Artsseni,Retail,Unknown,1
Spa D'Or,Retail,Unknown,1
Willow Stream Spa,Retail,Unknown,1
Chopard at Cortina Watch,Retail,Unknown,1
UCHINO Bath & Relaxation,Retail,Unknown,1
TUDOR at Cortina Watch,Retail,Unknown,1
Cartier at Cortina Watch,Retail,Unknown,1
KILIAN PARIS,Retail,Unknown,1
Editions De Parfums Frédéric Malle,Retail,Unknown,1
SINGCHOICE Beauty & Health,Retail,Unknown,1
SENZE Boutique Spa by Senze Salus,Retail,Unknown,1
K-SWISS,Retail,Unknown,1
TARANIS,Retail,Unknown,1
Nectarlife,Retail,Unknown,1
Yan Sang Tang,Retail,Unknown,1
Niessing,Retail,Unknown,1
Edition,Retail,Unknown,1
Hermès Perfume and Beauty store,Retail,Unknown,1
YeoMama Batik,Retail,Unknown,1
Amouage,Retail,Unknown,1
SOPHIA,Retail,Unknown,1
H. Moser & Cie at Cortina Watch,Retail,Unknown,1
Dressing Paula,Retail,Unknown,1
Prada Beauty,Retail,Unknown,1
SEUNG TAE,Retail,Unknown,1
arena,Retail,Unknown,1
Julia Gabriel Centre,Retail,Unknown,1
Lee Hwa Jewellery,Retail,Singaporean,1
POH HENG,Retail,Unknown,1
Chen Kang Wellness,Retail,Unknown,1
GameXtreme,Retail,Unknown,1
N20 Beauty & Eyelash,Retail,Unknown,1
The Care,Retail,Unknown,1
Aēsop,Retail,Unknown,1
Chandra Exchange,Retail,Unknown,1
STERRA,Retail,Unknown,1
My Hairstylistz,Retail,Unknown,1
Spacio Hub,Retail,Unknown,1
Namh.com,Retail,Unknown,1
UOB Autolobby,Retail,Unknown,1
Lush Fresh Handmade Cosmetics,Retail,Unknown,1
ELEMIS,Retail,Unknown,1
Weston Corp World Cup,Retail,Unknown,1
FitFlop and Teva,Retail,Unknown,1
DF Academy,Retail,Unknown,1
Fitness First Platinum,Retail,Unknown,1
ORO GOLD Cosmetics,Retail,Unknown,1
Unionware,Retail,Unknown,1
Million Dollar Exchange,Retail,Unknown,1
Zoomoov,Retail,Unknown,1
REDMAN by Phoon Huat,Retail,Unknown,1
Nuffield Dental Westgate,Retail,Unknown,1
Queen College,Retail,Unknown,1
Cloud9 Studio,Retail,Unknown,1
schönemama,Retail,Unknown,1
Rouge By Barracks,Retail,Unknown,1
La Belle Skin Aesthetic,Retail,Unknown,1
EMPIRE,Retail,Unknown,1
OPPO Service Centre,Retail,Unknown,1
Beneunder 蕉下,Retail,Unknown,1
Yooland,Retail,Unknown,1
Pianoland,Retail,Unknown,1
Knots Flowers and More,Retail,Unknown,1
ClearSK Laser Aesthetic Clinic,Retail,Unknown,1
MindChamps Reading & Writing,Retail,Unknown,1
Top Feeling International,Retail,Unknown,1
Young Curves,Retail,Unknown,1
Jean Yip Hairdressing & Hair Spa,Retail,Unknown,1
EMTOP - Making A Difference,Retail,Unknown,1
POM - Press On Me,Retail,Unknown,1
Tesla,Retail,Unknown,1
Avinichi,Retail,Unknown,1
TTE Elephant,Retail,Unknown,1
Samata,Retail,Unknown,1
ABC Cooking Studio,Retail,Unknown,1
Alan Photo,Retail,Unknown,1
Audio-Technica,Retail,Unknown,1
Drumstruck Studios,Retail,Unknown,1
Expressions,Retail,Unknown,1
Herschel,Retail,Unknown,1
Iuiga,Retail,Unknown,1
Koong Woh Tong,Retail,Unknown,1
T K FOTO,Retail,Unknown,1
TFX,Retail,Unknown,1
The Green Capsule,Retail,Unknown,1
The Green Collective,Retail,Unknown,1
The Kiap Kiap Place,Retail,Unknown,1
Think,Retail,Unknown,1
Wardrobemess,Retail,Unknown,1
WILD RICE,Retail,Unknown,1
Moomin,Retail,Unknown,1
OUTDOOR LIFE,Retail,Unknown,1
Flight Experience,Retail,Unknown,1
CR Group,Retail,Unknown,1
BLAXK,Retail,Unknown,1
White30,Retail,Unknown,1
Hydro Flask,Retail,Unknown,1
Skin Belief,Retail,Unknown,1
Celmonze Signature Aesthetic,Retail,Unknown,1
Functional Health Centre,Retail,Unknown,1
TOPSPEED Racing Club,Retail,Unknown,1
RSL - Rock School London,Retail,Unknown,1
TOMS,Retail,Unknown,1
Wooderful Life,Retail,Unknown,1
Yi Atelier of Brows,Retail,Unknown,1
Pas Normal Studios,Retail,Unknown,1
Modparade,Retail,Unknown,1
Omnidesk,Retail,Unknown,1
Astute Medical Clinic,Retail,Unknown,1
Alchemist & Arcade,Retail,Unknown,1
Hallyu Hair,Retail,Unknown,1
JD,Retail,Unknown,1
Nikon Experience Hub,Retail,Unknown,1
Sonata Dancewear,Retail,Unknown,1
The Experts Sound,Retail,Unknown,1
THEIMPRINT.SG,Retail,Unknown,1
RazerStore,Retail,Unknown,1
Ace Club Tennis,Retail,Unknown,1
madeyoulook,Retail,Unknown,1
US Pizza,Retail,Unknown,1
Elite Supplements,Retail,Unknown,1
Ning,Retail,Unknown,1
Pure K 纯K,Retail,Unknown,1
allbirds,Retail,Unknown,1
crafune,Retail,Unknown,1
The Sparkle Star,Retail,Unknown,1
AlphaTheta,Retail,Unknown,1
The Everyday Club,Retail,Unknown,1
Roborock,Retail,Unknown,1
Pick Me,Retail,Unknown,1
Slinnar’s Beauty Club,Retail,Unknown,1
The Eco Club,Retail,Unknown,1
Invader & ASUS,Retail,Unknown,1
Morris I Tech,Retail,Unknown,1
Softopia,Retail,Unknown,1
Ten Ren's Tea 天仁茗茶,Retail,Unknown,1
OVERWORLD,Retail,Unknown,1
AL-AMAN EXCHANGE,Retail,Unknown,1
AfactivecasualXKaftanique,Retail,Unknown,1
Clinique,Retail,Unknown,1
Fujitec,Retail,Unknown,1
GK Global,Retail,Unknown,1
Ilham Empire,Retail,Unknown,1
JML,Retail,Unknown,1
Joyre TCMedi Clinic,Retail,Unknown,1
Lifexp,Retail,Unknown,1
Luxebags,Retail,Unknown,1
Mabel Story,Retail,Unknown,1
MADERA.SG,Retail,Unknown,1
POSB ATM/AXS,Retail,Unknown,1
StarHub Shop,Retail,Unknown,1
Symphony Music School,Retail,Unknown,1
Telecoms Link Mobile,Retail,Unknown,1
The Spacio Clinic,Retail,Unknown,1
TOG - Toy or Game,Retail,Unknown,1
VS Salon Hairdressing,Retail,Unknown,1
Yuer,Retail,Unknown,1
3Sixty Degree Lab,Retail,Unknown,1
ASLOWE,Retail,Unknown,1
BenTahir,Retail,Unknown,1
Blackoutz,Retail,Unknown,1
BolotreeSG,Retail,Unknown,1
CHJ JEWELLERY,Retail,Unknown,1
Citispa,Retail,Unknown,1
Cupid,Retail,Unknown,1
DRX MEDICAL AESTHETICS X-PRESS,Retail,Unknown,1
EduFirst Learning Centre,Retail,Unknown,1
Express Money Exchange,Retail,Unknown,1
First Lady Nails & Beauty,Retail,Unknown,1
Han Dian TCM,Retail,Unknown,1
Hao Yi Tou,Retail,Unknown,1
Hush Puppies Apparel,Retail,Unknown,1
i.Dental,Retail,Unknown,1
JC Global,Retail,Unknown,1
Jean Yip Hairdressing/ Jean Yip Slimming & Beauty,Retail,Unknown,1
Kappa / Sergio Tacchini,Retail,Unknown,1
Kim Able Household,Retail,Unknown,1
Kiyo,Retail,Unknown,1
La Belle,Retail,Unknown,1
La Vida & Nailz Haus,Retail,Unknown,1
Luminous Dental @ Yishun,Retail,Unknown,1
My English School,Retail,Unknown,1
Nails N Lash,Retail,Unknown,1
Natrahea,Retail,Unknown,1
Ngee Soon Jewellery,Retail,Unknown,1
One2play Handicraft,Retail,Unknown,1
Only Fashion,Retail,Unknown,1
Osaka Owl,Retail,Unknown,1
Party Palace,Retail,Unknown,1
Phillip Investor Centre,Retail,Unknown,1
PickyPic Photobooth,Retail,Unknown,1
Scarlett Choice,Retail,Unknown,1
Shafeek Exchange Money Changer,Retail,Unknown,1
Shimmer & Shine,Retail,Unknown,1
SK Treasures,Retail,Unknown,1
Sri Murugan Supermarket,Retail,Unknown,1
Sunday Mobile Telecommunications,Retail,Unknown,1
Sunflower Piano House,Retail,Unknown,1
Sunshine Childhood Playland,Retail,Unknown,1
TCL,Retail,Unknown,1
The Belt Shop,Retail,Unknown,1
The Little Arts Academy - North Campus I,Retail,Unknown,1
The Little Arts Academy - North Campus II,Retail,Unknown,1
Toys Terminal,Retail,Unknown,1
Unusual Express,Retail,Unknown,1
Van Heusen,Retail,Unknown,1
Vintage Studio Hairdressing,Retail,Unknown,1
Winter Time,Retail,Unknown,1
Yishun Library,Retail,Unknown,1
Bedroom Affairs,Retail,Unknown,1
Clippers Barber & Smoovee Skin,Retail,Unknown,1
Dollhouse,Retail,Unknown,1
Edvox Music School,Retail,Unknown,1
Eyechamp Young,Retail,Unknown,1
Heguru Education Centre,Retail,Unknown,1
Innersense Signature,Retail,Unknown,1
Jean Yip Hairdressing Hair Spa & Beauty,Retail,Unknown,1
Maison Berger Paris,Retail,Unknown,1
OneDoctors Family Clinic,Retail,Unknown,1
Pictureland,Retail,Unknown,1
Punggol Exchange,Retail,Unknown,1
QB House Kids,Retail,Unknown,1
Raffles Medical / Raffles Children's Centre,Retail,Unknown,1
Sciencewerkz by Stalford,Retail,Unknown,1
Shugar Spa,Retail,Unknown,1
Smile Doctor Dentalcare @ Punggol Waterway,Retail,Unknown,1
The Pet Safari,Retail,Unknown,1
THEGREYSPACE.CO,Retail,Unknown,1
Thomson Paediatric Centre & Thomson Chinese Medicine,Retail,Unknown,1
Thomson Women’s Clinic,Retail,Unknown,1
Toys 'R' Us,Retail,Unknown,1
VS Salon Hairdressing Spa,Retail,Unknown,1
XGEAR,Retail,Unknown,1
Amore Fitness,Retail,Unknown,1
Anthony Hair Boutique,Retail,Unknown,1
Beauty Full Skin Wellness,Retail,Unknown,1
Cheng Rui Lifestyle Feng Shui,Retail,Unknown,1
elly sera,Retail,Unknown,1
HUES by Full House Salon,Retail,Unknown,1
ICON Hair Salon,Retail,Unknown,1
KOMME,Retail,Unknown,1
Lenskart Studio,Retail,Unknown,1
Love Beauty,Retail,Unknown,1
Lynn Aesthetic,Retail,Unknown,1
Minister Shoe,Retail,Unknown,1
misssee,Retail,Unknown,1
OJO Optometry,Retail,Unknown,1
Perky Lash,Retail,Unknown,1
Pixie Lash,Retail,Unknown,1
Q & M Dental Surgery / Medical & Aesthetic Clinic,Retail,Unknown,1
Queen C,Retail,Unknown,1
QUINZEL,Retail,Unknown,1
Raffles Dental / Medical Women’s & Children’s Centre,Retail,Unknown,1
Rechic,Retail,Unknown,1
Royce Dental Orthodontic Centre,Retail,Unknown,1
Salt Clinic by Premier Dead Sea,Retail,Unknown,1
Scent Appeal,Retail,Unknown,1
Skin Labo,Retail,Unknown,1
Sothys,Retail,Unknown,1
The Moments,Retail,Unknown,1
Venus Tears,Retail,Unknown,1
3TMOBILESTORY,Retail,Unknown,1
All Best Air-Conditioning,Retail,Unknown,1
Beauty Essentials,Retail,Unknown,1
Cash Lux,Retail,Unknown,1
Cloud9,Retail,Unknown,1
Dayspring Medical Clinic,Retail,Unknown,1
DBS/POSB,Retail,Unknown,1
Geniebook CAMPUS & AfterSkool,Retail,Unknown,1
Hua Cheng & Learning Point,Retail,Unknown,1
Let Color Soar,Retail,Unknown,1
LEWAVE Hair Studio,Retail,Unknown,1
Lucky Rabbit,Retail,Unknown,1
MultiFlora,Retail,Unknown,1
Shara Exchange,Retail,Unknown,1
SuzyAmeer,Retail,Unknown,1
The Sense House,Retail,Unknown,1
Yang Hua Furniture Trading,Retail,Unknown,1
Crystal Optics,Retail,Unknown,1
ePLAY,Retail,Unknown,1
Healthway Hougang Clinic,Retail,Unknown,1
Jean Yip Salon,Retail,Unknown,1
Kai Joo Optical,Retail,Unknown,1
KENJO,Retail,Unknown,1
M.S. Money Exchange,Retail,Unknown,1
Nails Fifth Avenue,Retail,Unknown,1
Vanilla Taste of Beauty,Retail,Unknown,1
Venia Cherie,Retail,Unknown,1
Blue Ribbon Florist & Gifts,Retail,Unknown,1
Brow Art Asia,Retail,Unknown,1
Glassesgateway,Retail,Unknown,1
Honor Experience Store,Retail,Unknown,1
Iliyas Trading Money Changer,Retail,Unknown,1
Jean Yip Group,Retail,Unknown,1
Kent Ridge Education Hub,Retail,Unknown,1
KSkin and Myeongdong Hair Studio,Retail,Unknown,1
Lee Heng Jewellers,Retail,Unknown,1
POPPIN Marketplace,Retail,Unknown,1
Royce Dental Centre,Retail,Unknown,1
SBCC Baby & Child Clinic,Retail,Unknown,1
Star River Language School,Retail,Unknown,1
Surfers Paradise,Retail,Unknown,1
Tiong Bahru Dental Surgery,Retail,Unknown,1
uBreakiFix,Retail,Unknown,1
Accentz,Retail,Unknown,1
Ai Tang Zu,Retail,Unknown,1
ClawGey,Retail,Unknown,1
Donna Beauty,Retail,Unknown,1
G Military,Retail,Unknown,1
K Shoe & Bags Services,Retail,Unknown,1
Music Delight School,Retail,Unknown,1
Nanyang Educational Consultancy,Retail,Unknown,1
Pasir Ris Library,Retail,Unknown,1
Perfetto,Retail,Unknown,1
Rahim Traders Money Changer,Retail,Unknown,1
Sa’Yang Hair,Retail,Unknown,1
Shreeyaasha Hair & Beauty Salon,Retail,Unknown,1
Tokyo Zone 1945,Retail,Unknown,1
Y.Y. Household,Retail,Unknown,1
Absolute Boutique Fitness Studio,Retail,Unknown,1
Accessity,Retail,Unknown,1
Amazing Collective,Retail,Unknown,1
AMB Aquatic Hub,Retail,Unknown,1
Angelique Boutique,Retail,Unknown,1
Asian Artistry,Retail,Unknown,1
BBounce Studio,Retail,Unknown,1
Be U Hair Design,Retail,Unknown,1
Beautique,Retail,Unknown,1
Belle Watch,Retail,Unknown,1
Best Imprezzione,Retail,Unknown,1
Bioskin,Retail,Unknown,1
Bioskin Luxe Aesthetic Clinic,Retail,Unknown,1
Cardboard Collectible,Retail,Unknown,1
Caribbean,Retail,Unknown,1
Carousell Luxury,Retail,Unknown,1
Clariti - Hearing Care Professionals,Retail,Unknown,1
Clearlab,Retail,Unknown,1
Diamond Ateliers,Retail,Unknown,1
DLUSH.SG,Retail,Unknown,1
DrScalp,Retail,Unknown,1
Eclado,Retail,Unknown,1
Fotohi Carpet Gallery,Retail,Unknown,1
FREE Skin & Body Perfect,Retail,Unknown,1
Guo Tai TCM Rehab & Wellness Centre,Retail,Unknown,1
HAKKA,Retail,Unknown,1
Healthway Medical & Straits Podiatry,Retail,Unknown,1
House of Cars,Retail,Unknown,1
Imago Aesthetic,Retail,Unknown,1
JM Taekwondo,Retail,Unknown,1
JungSung Hair Salon by Joel Park,Retail,Unknown,1
Kashmir Heritage,Retail,Unknown,1
KAYLÎE,Retail,Unknown,1
KIMISTRY,Retail,Unknown,1
KPLUS,Retail,Unknown,1
Luxe Maison,Retail,Unknown,1
Masterpiece Jewellery,Retail,Unknown,1
Milan Men's Boutique,Retail,Unknown,1
Molecule,Retail,Unknown,1
NEUGLOW The Aesthetics Doctors,Retail,Unknown,1
Niks Maple Central Clinic,Retail,Unknown,1
Niks Shop Salon,Retail,Unknown,1
Ong Radio,Retail,Unknown,1
Optics Premier,Retail,Unknown,1
Photonow Self-Photo Studio,Retail,Unknown,1
Pink Parlour Premium,Retail,Unknown,1
Pirate Land,Retail,Unknown,1
POPPIN,Retail,Unknown,1
Pots & Pans Culinary Studio,Retail,Unknown,1
Rachel's Best Soaps,Retail,Unknown,1
Robert Piano,Retail,Unknown,1
Seimpi Education,Retail,Unknown,1
Shinagawa Eye Clinic,Retail,Unknown,1
Short-Q,Retail,Unknown,1
Singtel +Serv,Retail,Unknown,1
Skin Creations,Retail,Unknown,1
SKN MediAesthetics,Retail,Unknown,1
Sol Mart,Retail,Unknown,1
Sugarwaxed,Retail,Unknown,1
Sunglass Avenue,Retail,Unknown,1
The Chrono Vault,Retail,Unknown,1
The JeJe Korea,Retail,Unknown,1
The ShoeCo,Retail,Unknown,1
Therapy Market,Retail,Unknown,1
Tiara Creation,Retail,Unknown,1
Trapped Escape Room,Retail,Unknown,1
utopia,Retail,Unknown,1
VANDAMOD,Retail,Unknown,1
Voila Paris,Retail,Unknown,1
WeArt,Retail,Unknown,1
Wigwise Hair Solution,Retail,Unknown,1
Wolfgang Violin Studio,Retail,Unknown,1
X-Zen Hair Salon,Retail,Unknown,1
Zanetta,Retail,Unknown,1
2it & drink,Retail,Unknown,1
85 Redhill Teochew Fishball Noodles,Retail,Unknown,1
Au Croissant,Retail,Unknown,1
Crystal Wines,Retail,Unknown,1
Elegant Nails,Retail,Unknown,1
GreenLeiF,Retail,Unknown,1
LR Boulangerie,Retail,Unknown,1
Nam Kee Pau,Retail,Singaporean,1
Natureland Massage & Therapy,Retail,Unknown,1
Phat Burger Bro,Retail,Unknown,1
Sabai Sabai Thai Private Kitchen,Retail,Unknown,1
Starbucks,Retail,Foreign,1
The Achievers’ Learning Place,Retail,Unknown,1
Vets for Life Animal Clinic,Retail,Unknown,1
Zara Men,Retail,Unknown,1
Fabindia,Retail,Unknown,1
Lee Hwa Diamond Atelier,Retail,Unknown,1
[RDM] New Sharepoint API Key,Retail,Unknown,1
VIP Parking Zone,Retail,Unknown,1
Victoria's Secret and Pink by Victoria's Secret,Retail,Unknown,1
Twister,Retail,Unknown,1
Transformer,Retail,Unknown,1
The Polliwogs,Retail,Unknown,1
The Lion King Story,Retail,Unknown,1
The Game of Life,Retail,Unknown,1
TEST002Bags,Retail,Unknown,1
Test Store Pay Configurations,Retail,Unknown,1
test store again for configurations,Retail,Unknown,1
Test Store,Retail,Unknown,1
Store without unit number,Retail,Unknown,1
Store Mapping Store (Zara),Retail,Unknown,1
Pull&Bear,Retail,Foreign,1
Play-Doh,Retail,Unknown,1
Planet of Play,Retail,Unknown,1
New Store Test,Retail,Unknown,1
NERF,Retail,Unknown,1
My Little Pony,Retail,Unknown,1
Monopoly,Retail,Unknown,1
Hungry Hungry Hippo,Retail,Unknown,1
EsBoudoir,Retail,Unknown,1
Demo Store for Demo,Retail,Unknown,1
Connect 4,Retail,Unknown,1
6IXTY8IGHT,Retail,Unknown,1
Testing 2,Retail,Unknown,1
library@harbourfront,Retail,Unknown,1
BUBEN & ZORWEG,Retail,Unknown,1
YUTOPIA,Retail,Unknown,1
CHALLENGER B3,Retail,Unknown,1
LANCOME (LANCÔME),Retail,Unknown,1
A. LANGE & SOHNE,Retail,Unknown,1
MCQUEEN,Retail,Unknown,1
ALUXE JEWELRY,Retail,Unknown,1
AlX ARMANI EXCHANGE,Retail,Unknown,1
BOBBI BROWN,Retail,Unknown,1
CASETIFY STUDIO,Retail,Unknown,1
CHANEL PRIVE,Retail,Unknown,1
CHEAK,Retail,Unknown,1
DIOR B2-52,Retail,Unknown,1
CLARINS SKIN SPA,Retail,Unknown,1
CLE DE PEAU BEAUTE,Retail,Unknown,1
CLUB MONACO,Retail,Unknown,1
COULISSE HEIR,Retail,Unknown,1
CRUMPLER,Retail,Unknown,1
CURIOUS CREATURES,Retail,Unknown,1
DESIGUAL,Retail,Unknown,1
DIOR PRESTIGE LA SUITE,Retail,Unknown,1
ELEMIS LONDON,Retail,Unknown,1
ENVIE DE POIS,Retail,Unknown,1
GIORGIO ARMANI BEAUTY,Retail,Unknown,1
GOLDHEART JEWEL GALLERIA,Retail,Unknown,1
GRAF VON FABER-CASTELL,Retail,Unknown,1
GUARDIAN B4,Retail,Unknown,1
HAIR ATELIER BY SHUNJI MATSUO,Retail,Unknown,1
HARRY WINSTON,Retail,Unknown,1
HELENA RUBINSTEIN,Retail,Unknown,1
HUGO,Retail,Unknown,1
I-PRIMO,Retail,Unknown,1
IN GOOD COMPANY,Retail,Singaporean,1
JENNIFER GREEN,Retail,Unknown,1
JERIC SALON,Retail,Unknown,1
JUNGSAEMMOOL,Retail,Unknown,1
KATE SPADE,Retail,Foreign,1
KERASTASE,Retail,Unknown,1
KIPLING,Retail,Unknown,1
LEE HWA DIAMOND PROMENADE,Retail,Unknown,1
LEGO,Retail,Foreign,1
LOVET,Retail,Singaporean,1
MAX&CO.,Retail,Unknown,1
MIZU AESTHETIC CLINIC + AERAS,Retail,Unknown,1
MONICA VINADER,Retail,Unknown,1
NESPRESSO,Retail,Unknown,1
OPERA GALLERY,Retail,Unknown,1
OPTICAL 88 PREMIER,Retail,Unknown,1
PARFUMS CHRISTIAN DIOR,Retail,Unknown,1
PROOF LIVING,Retail,Unknown,1
PULSE+ALLIED HEALTH CLINIC / PULSE TCM CLINIC,Retail,Unknown,1
RISIS,Retail,Unknown,1
ROLEX,Retail,Foreign,1
SINGAPORE AIRLINES,Retail,Unknown,1
SINGAPORE POST,Retail,Unknown,1
SPA ELEMENTS,Retail,Unknown,1
STEINWAY & SONS,Retail,Unknown,1
SUPERGA,Retail,Unknown,1
TAKA JEWELLERY TREASURES,Retail,Unknown,1
THE NORTH FACE,Retail,Foreign,1
THE OAK CELLARS,Retail,Unknown,1
THE ONITSUKA,Retail,Unknown,1
V-ZUG,Retail,Unknown,1
VICTORIA'S SECRET AND PINK,Retail,Unknown,1
VOM FASS,Retail,Unknown,1
YVES SAINT LAURENT BEAUTE,Retail,Unknown,1
Aroma Truffle,Retail,Unknown,1
Bee Cheng Hiang,Retail,Singaporean,1
Bengawan Solo,Retail,Singaporean,1
Ble de Fonty (Opening Soon),Retail,Unknown,1
BLUEBIRD TRAVEL,Retail,Unknown,1
Buttonscarves,Retail,Unknown,1
CAPSULE by Watches of Switzerland,Retail,Unknown,1
Dyson Demo Store Service Centre,Retail,Unknown,1
Fila Flagship S.E.A,Retail,Unknown,1
Foot Locker,Retail,Foreign,1
Fragrance Bak Kwa,Retail,Unknown,1
Gift by Changi Airport,Retail,Unknown,1
GODIVA Chocolatier,Retail,Unknown,1
Goelia,Retail,Unknown,1
Gulf Fragrances,Retail,Unknown,1
Home's Favourite Bakes,Retail,Unknown,1
I LOVE SG,Retail,Unknown,1
Irvins Salted Egg,Retail,Unknown,1
Jelly Pop,Retail,Unknown,1
Kele,Retail,Unknown,1
Kwong Cheong Thye,Retail,Unknown,1
Lavender,Retail,Unknown,1
Lim Chee Guan,Retail,Unknown,1
Liverpool Football Club,Retail,Unknown,1
Läderach,Retail,Unknown,1
Mdm Ling Bakery,Retail,Unknown,1
Minmed Wellness Collective,Retail,Unknown,1
Montale Paris,Retail,Unknown,1
Nectarlife | Pearl de Flore,Retail,Unknown,1
On,Retail,Foreign,1
One Piece Mugiwara store from Shonen Jump,Retail,Unknown,1
OSIM / LAC,Retail,Unknown,1
OVV,Retail,Unknown,1
Oysho,Retail,Unknown,1
Palladium,Retail,Unknown,1
Pokémon Center Singapore (Temporarily Closed),Retail,Unknown,1
Porsche,Retail,Unknown,1
Red Wing Shoe Store,Retail,Unknown,1
RICH & GOOD CAKE SHOP since 1997 TM,Retail,Unknown,1
Sanrio Characters Store,Retail,Unknown,1
Sasa,Retail,Foreign,1
Satellite Paris | ELLI,Retail,Unknown,1
Simply Zakka,Retail,Unknown,1
Singapura Otter by Creamier,Retail,Unknown,1
SNACK BOX,Retail,Unknown,1
The Backyard Bakers,Retail,Unknown,1
The Gundam Base Singapore,Retail,Unknown,1
The Wonder Store,Retail,Unknown,1
Timberland,Retail,Foreign,1
Toast Box & Thye Moh Chan,Retail,Unknown,1
Tong Garden,Retail,Unknown,1
Topologie,Retail,Unknown,1
Traveller World,Retail,Unknown,1
VictoriaEnso,Retail,Unknown,1
WC Store,Retail,Unknown,1
YU Cookies (Temporarily closed),Retail,Unknown,1
10 SQUARE @ ORCHARD CENTRAL,Retail,Unknown,1
AM I ADDICTED KOREAN POTTERY STUDIO,Retail,Unknown,1
ASSEMBLE / ACCENT,Retail,Unknown,1
BACKSTAGE HAIR SALON,Retail,Unknown,1
CERAMIQUE AESTHETICS,Retail,Unknown,1
CERAMIQUE AESTHETICS. WELLNESS,Retail,Unknown,1
CLUB 101,Retail,Unknown,1
CLUB PILATES,Retail,Unknown,1
CONFORMITY,Retail,Unknown,1
DO MY HAIR,Retail,Unknown,1
DOPAMINE RUSH,Retail,Unknown,1
DR. SOLUTIONS AESTHETIC CLINIC,Retail,Unknown,1
EVOLVE MMA,Retail,Unknown,1
FANTASIA MUSIC ACADEMY,Retail,Unknown,1
FLO. BY ABRAKADOODLE,Retail,Unknown,1
HANA FILM,Retail,Unknown,1
HAPPY TOGETHER,Retail,Unknown,1
KUKO Beauty,Retail,Unknown,1
LA LUMIERE AESTHETIC,Retail,Unknown,1
LOVELOTS LUXURY & DIAMOND,Retail,Unknown,1
MAX OUT FITNESS,Retail,Unknown,1
MEDICELS AESTHETICS,Retail,Unknown,1
OBLIQUE EYEWEAR,Retail,Unknown,1
OLSON STUDIO,Retail,Unknown,1
ONY LASER,Retail,Unknown,1
OVERWORLD LAVA,Retail,Unknown,1
RACHELSHOPPE,Retail,Unknown,1
SANDBOX,Retail,Unknown,1
SIMBA Telecom,Retail,Unknown,1
SUBLIME HAIRDRESSING,Retail,Unknown,1
SUGOI BEAUTY AND COLLECTION,Retail,Unknown,1
THE DRX CLINIC,Retail,Unknown,1
UFIT CLINIC,Retail,Unknown,1
W LAB,Retail,Unknown,1
WALKING ON SUNSHINE (HAIR/NAIL/CAFE),Retail,Unknown,1
WAX FACTOR,Retail,Unknown,1
WEN'S FLORAL STUDIO,Retail,Unknown,1
YOU ARE MY SUNSHINE SALON,Retail,Unknown,1
YOUR AUTHENTIC SELLER,Retail,Unknown,1
3DSENSE MEDIA SCHOOL,Retail,Unknown,1
ADVENTURE 21,Retail,Unknown,1
CASE LOGIC,Retail,Unknown,1
CASH STUDIO,Retail,Unknown,1
CHONG HOE HEALTHCARE,Retail,Unknown,1
COLOR MOON ART STUDIO,Retail,Unknown,1
CUE 8 BILLIARDS,Retail,Unknown,1
DAISO X THREEPPY,Retail,Unknown,1
E'BOUNTY SKINCARE,Retail,Unknown,1
ELAN HAIR STUDIO,Retail,Unknown,1
ELEGANCE ETERNAL,Retail,Unknown,1
EMERGE ARTS & MEDIA ACADEMY,Retail,Unknown,1
EYE STUDIO TOKYO,Retail,Unknown,1
FIRMAN SHAH ISLAND,Retail,Unknown,1
FRESH DE BEAU,Retail,Unknown,1
FRESHE BEAUTE,Retail,Unknown,1
FRIENDS GOLF,Retail,Unknown,1
GRACE NAIL,Retail,Unknown,1
IMPRESSION FACE & BODY CARE,Retail,Unknown,1
INTO BEAUTY,Retail,Unknown,1
IZUMI AESTHETICS,Retail,Unknown,1
JOVIAL WELLNESS AND AESTHETICS,Retail,Unknown,1
JUBA,Retail,Unknown,1
KAI KAI GIFTS,Retail,Unknown,1
KEW ORGANICS,Retail,Unknown,1
KIDO,Retail,Unknown,1
KOJIMAYA,Retail,Unknown,1
KYOK STUDIOS,Retail,Unknown,1
LETUTU,Retail,Unknown,1
MAZE ACADEMY,Retail,Unknown,1
MERIYOUNG TCM,Retail,Unknown,1
