shop,type,num_malls,num_outlets,malls
MITSUBA JAPANESE RESTAURANT,F&B,1,1,Clarke Quay Central
MM 满巍明生炸鸡架,F&B,1,1,Bugis Junction (Part of Bugis Town)
MODU Korean Restaurant,F&B,1,1,Mandarin Gallery
MOLLY TEA,F&B,1,1,Orchard Central
MOON JUICE KOMBUCHA,F&B,1,1,Great World
MOS JAPANESE FINE FOODS,F&B,1,1,ION Orchard
MR BEAN / DO QOO,F&B,1,1,Hougang 1
MR YOUTIAO,F&B,1,1,Square 2
MUN ZUK,F&B,1,1,Westgate
MUNCHI PANCAKES / ALC RICEBOWLS,F&B,1,1,Causeway Point
Made's A Café,F&B,1,1,Marina Square
Mai Ge Wen,F&B,1,1,Suntec City
Makan Street 福满街,F&B,1,1,IMM Building
Mala Boss,F&B,1,1,Velocity@Novena Square
Malayan Settlement,F&B,1,1,CQ @ Clarke Quay
Malts,F&B,1,1,Marina Square
Mama Klang,F&B,1,1,IMM Building
Manna,F&B,1,1,Plaza Singapura
Marché Food Lovers' Place,F&B,1,1,VivoCity
Martina's Kitchen,F&B,1,1,Aperia Mall
Marutama Ra-men,F&B,1,1,Bugis+ (Part of Bugis Town)
Matchaya,F&B,1,1,Suntec City
McDonald's and McCafe,F&B,1,1,Jurong Point
Meat Co.,F&B,1,1,Paragon
Mei Kee Bakery,F&B,1,1,Tampines 1
Men Men Don Don,F&B,1,1,White Sands
Meow BBQ 猫抓烤肉,F&B,1,1,VivoCity
Meow Barbecue,F&B,1,1,Bugis+ (Part of Bugis Town)
Milkfish,F&B,1,1,Raffles City Shopping Centre
Mingle,F&B,1,1,Funan
Mini Bae,F&B,1,1,AMK Hub
Mini One,F&B,1,1,Westgate
Miss Tang's Rice Noodle 唐大小姐小锅米线,F&B,1,1,Funan
Miss Tea,F&B,1,1,Lot One Shoppers' Mall
Mister Wheel,F&B,1,1,Suntec City
Mizuki Sushi & Tempura,F&B,1,1,Ngee Ann City
Mmmm!,F&B,1,1,Velocity@Novena Square
MoVida Singapore,F&B,1,1,Raffles City Shopping Centre
Monarchs & Milkweed,F&B,1,1,Jewel Changi Airport
Monster Fish,F&B,1,1,CQ @ Clarke Quay
MoreYogurt,F&B,1,1,Suntec City
Morganfield's,F&B,1,1,Suntec City
Mr Hainan 海南先生 - Hainan Cuisine,F&B,1,1,VivoCity
Mr You Tiao,F&B,1,1,Century Square
Mr. Bucket Chocolaterie,F&B,1,1,Ngee Ann City
Muhan Sikdang,F&B,1,1,Jurong Point
Mun Zuk by Li Fang Congee,F&B,1,1,Velocity@Novena Square
Muyoo+,F&B,1,1,Jurong Point
My Kampung,F&B,1,1,Westgate
NANTSUTTEI,F&B,1,1,Orchard Central
NAPOLIZZ PIZZA,F&B,1,1,Greenwich V
NEXT SHIKAKU,F&B,1,1,Westgate
NG AH SIO BAK KUT TEH,F&B,1,1,Clarke Quay Central
NICK VINA ARTISAN BAKERY,F&B,1,1,Icon Village
NIKUTOSAKE,F&B,1,1,PLQ Mall
NOCI,F&B,1,1,Suntec City
NOMVNOM BISTRO,F&B,1,1,Clarke Quay Central
NOTHING BUT CHEESEBURGER (NBCB),F&B,1,1,Orchard Central
NY Char Grill,F&B,1,1,Jewel Changi Airport
Nai Nai Flavour,F&B,1,1,Aperia Mall
Naixue,F&B,1,1,Jewel Changi Airport
Nakhon Kitchen,F&B,1,1,Northpoint City
Nam Kee,F&B,1,1,Plaza Singapura
Nam Kee JB Handmade Pau,F&B,1,1,Bugis Junction (Part of Bugis Town)
Nam Kee Pau & Hong Kong Egglet,F&B,1,1,Swing By @ Thomson Plaza
Nana Original Thai Food,F&B,1,1,Aperia Mall
Nana Thai Royale,F&B,1,1,CQ @ Clarke Quay
Nana's Green Tea,F&B,1,1,Plaza Singapura
Nanjing Impressions,F&B,1,1,Plaza Singapura
Nanyang Bliss,F&B,1,1,White Sands
Nasty Cookie and Nasty Bakehouse,F&B,1,1,Marina Square
Nelly's Retro Snacks,F&B,1,1,Causeway Point
Nene Neko,F&B,1,1,PLQ Mall
Nesuto,F&B,1,1,Jewel Changi Airport
New Manlee Bak Kut Teh,F&B,1,1,Bugis+ (Part of Bugis Town)
Niku Niku Oh!! Kome,F&B,1,1,Westgate
Ningji,F&B,1,1,Suntec City
Nomad Ventures,F&B,1,1,Causeway Point
Nong Geng Ji Hunan Cuisine,F&B,1,1,Velocity@Novena Square
Noodle Star K,F&B,1,1,Funan
Noodle Villa,F&B,1,1,313@somerset
Nunsaram Korean Dessert Café,F&B,1,1,Velocity@Novena Square
Nya Nya,F&B,1,1,Wisma Atria
O'Coffee Club,F&B,1,1,Raffles City Shopping Centre
O'Coffee Club Indulgence,F&B,1,1,Paragon
O'ma Spoon,F&B,1,1,313@somerset
OCHE,F&B,1,1,Riverside Point
OFFBEAT BY COQ & BALLS,F&B,1,1,Far East Square
OISHII BAKERY,F&B,1,1,West Coast Plaza
OKINAWAN DINER NIRAI-KANAI,F&B,1,1,Great World
OLLELLA,F&B,1,1,Far East Square
ONCE UPON A THYME,F&B,1,1,Square 2
ONI KIMBAP / OBBA JJAJANG EXPRESS,F&B,1,1,Clarke Quay Central
ONORI,F&B,1,1,Far East Square
OPPA Bibimbap,F&B,1,1,Tampines 1
OSG Bar + Kitchen,F&B,1,1,Suntec City
OSTERIA MOZZA,F&B,1,1,ION Orchard
Octapas by El Mesa,F&B,1,1,CQ @ Clarke Quay
Old Street Bak Kut Teh,F&B,1,1,PLQ Mall
Olive Vine,F&B,1,1,Marina Square
Olivia & Co.,F&B,1,1,Suntec City
One Fermented Rice,F&B,1,1,313@somerset
Onggii,F&B,1,1,Suntec City
Oriental Food 东方美食,F&B,1,1,Westgate
Oriental Herbal Tea,F&B,1,1,Jurong Point
PAGI SORE INDONESIAN RESTAURANT,F&B,1,1,Far East Square
PARK BÄCKEREI,F&B,1,1,Icon Village
PASTA EXPRESS +,F&B,1,1,IMM Building
PAUL Bakery & Restaurant,F&B,1,1,Jewel Changi Airport
PEPPER GRILL,F&B,1,1,IMM Building
PHO VIETZ,F&B,1,1,Bugis Junction (Part of Bugis Town)
PICNIC @ GREENWICH V,F&B,1,1,Greenwich V
PINWEI MALA 品味麻辣,F&B,1,1,Aperia Mall
PIZZA KITA,F&B,1,1,Clarke Quay Central
PLAIN VANILLA,F&B,1,1,ION Orchard
PM+ by Pizza Maru / Chego by Seoul Yummy,F&B,1,1,Plaza Singapura
POULET + BRASSERIE,F&B,1,1,ION Orchard
PPP Coffee,F&B,1,1,Funan
PUTIEN MAMA,F&B,1,1,Tiong Bahru Plaza
PUTIEN Restaurant,F&B,1,1,Raffles City Shopping Centre
PUZZLE COFFEE,F&B,1,1,ION Orchard
Paad Paad Tha!,F&B,1,1,IMM Building
Paper Rice Vietnamese Kitchen,F&B,1,1,Plaza Singapura
PappaRich,F&B,1,1,VivoCity
Paradise Teochew Restaurant,F&B,1,1,Ngee Ann City
Paris Baguette x teatra,F&B,1,1,Raffles City Shopping Centre
Patisserie Woo,F&B,1,1,Paragon
Peach Garden,F&B,1,1,Swing By @ Thomson Plaza
Penang Place,F&B,1,1,Suntec City
Pita Tree Kebabs,F&B,1,1,CQ @ Clarke Quay
Pizza Maru,F&B,1,1,Bugis+ (Part of Bugis Town)
Pizza Nation,F&B,1,1,Northpoint City
Pohang Seafood & Butchery,F&B,1,1,Aperia Mall
Pondok Jawa,F&B,1,1,PLQ Mall
Pontian Mee,F&B,1,1,IMM Building
Pop Play Planet Cafe,F&B,1,1,Jewel Changi Airport
Pop Thai,F&B,1,1,Funan
Poulet Bijou,F&B,1,1,Jewel Changi Airport
Prata Raya,F&B,1,1,AMK Hub
Pratunam Plus,F&B,1,1,Bugis+ (Part of Bugis Town)
Pratunam by Soi Thai Soi Nice,F&B,1,1,Jem
Prego,F&B,1,1,Raffles City Shopping Centre
PrimaDeli,F&B,1,1,Bedok Mall
Project Acai,F&B,1,1,VivoCity
Project AcaÃ­,F&B,1,1,Ngee Ann City
QQ Rice,F&B,1,1,Jurong Point
Qi Le Boneless Chicken Rice,F&B,1,1,AMK Hub
R&B Tea,F&B,1,1,United Square
R-slice by Roberta's,F&B,1,1,Paragon
REAL FOOD,F&B,1,1,Orchard Central
REE.CONNECT BY REE AND MUMMY,F&B,1,1,Katong V
RENDEZVOUS RESTAURANT HOCK LOCK KEE,F&B,1,1,Clarke Quay Central
ROLLGAADI,F&B,1,1,Great World
ROTIKEK,F&B,1,1,Junction 10
ROYCE,F&B,1,1,Tampines Mall
RUXU入续,F&B,1,1,Funan
RYAN'S GROCERY,F&B,1,1,Great World
RYAN'S KITCHEN,F&B,1,1,Great World
Raffles Coffee and Toast (瑞福),F&B,1,1,Funan
Ramen Champion,F&B,1,1,Bugis+ (Part of Bugis Town)
Ramen Kiou (&JOY Japanese Food Street),F&B,1,1,Jurong Point
Red Ginger Coffeehouse,F&B,1,1,Waterway Point
Red House Seafood Nanyang,F&B,1,1,CQ @ Clarke Quay
RedTail Bar By Zouk,F&B,1,1,CQ @ Clarke Quay
Retroholics by Tin Box,F&B,1,1,Funan
Rich & Good Cake Shop,F&B,1,1,City Square Mall
Rico Rico,F&B,1,1,CQ @ Clarke Quay
Ritz Apple Strudel & Pastry,F&B,1,1,AMK Hub
Riverside Indonesian BBQ,F&B,1,1,313@somerset
Rolling Rice @ The Dining Edition,F&B,1,1,Marina Square
Rollney,F&B,1,1,VivoCity
Rong Wantan Noodle,F&B,1,1,United Square
Royal Host,F&B,1,1,Jewel Changi Airport
Rumah Sayang,F&B,1,1,Jem
RÖSTII,F&B,1,1,Far East Square
SAIGON LEGEND,F&B,1,1,West Coast Plaza
SBCD Korean Rice House,F&B,1,1,Suntec City
SCRAMBLED EGG RICE KEISUKE,F&B,1,1,Bugis+ (Part of Bugis Town)
SEORAE Korean Charcoal BBQ,F&B,1,1,Northpoint City
SERVUS German Burger Grill,F&B,1,1,VivoCity
SF,F&B,1,1,AMK Hub
SF Farm Mart,F&B,1,1,Suntec City
SF Juice,F&B,1,1,VivoCity
SHA XIAN DELICACIES,F&B,1,1,West Coast Plaza
SHE SELLS SEASHELLS,F&B,1,1,HillV2
SIDES,F&B,1,1,Bugis+ (Part of Bugis Town)
SINFOODIE FOOD COURT,F&B,1,1,Clarke Quay Central
SIX HANDS,F&B,1,1,Far East Square
SKAI,F&B,1,1,Raffles City Shopping Centre
SKAI Bar,F&B,1,1,Raffles City Shopping Centre
SNACKFIRST,F&B,1,1,One Holland Village
SOFRA Turkish Cafe & Restaurant,F&B,1,1,Marina Square
SONA'S GRILL,F&B,1,1,Icon Village
SOTBOX,F&B,1,1,Suntec City
SOTPOT,F&B,1,1,Suntec City
SOURBOMBE BAKERY,F&B,1,1,One Holland Village
SOUTH BANK,F&B,1,1,One Holland Village
SPICY NOODLE 銷魂麵舖,F&B,1,1,Raffles City Shopping Centre
SPRINGLEAF PRATA PLACE,F&B,1,1,Junction 10
SQUE ROTISSERIE & ALEHOUSE,F&B,1,1,Clarke Quay Central
SUKIYA. Gyudon. Curry,F&B,1,1,Jewel Changi Airport
SUNNY KOREAN CUISINE,F&B,1,1,West Coast Plaza
SUPER FRIED RICE,F&B,1,1,Square 2
SUPER KITCHEN CHILLI PAN MEE,F&B,1,1,Far East Square
SURREY HILLS GROCER ONE HOLLAND VILLAGE,F&B,1,1,One Holland Village
SUSHI KENSHIN,F&B,1,1,Clarke Quay Central
SYNTHESIS,F&B,1,1,Suntec City
Saboten,F&B,1,1,VivoCity
Sagye Lite,F&B,1,1,Westgate
Saizeriya Ristorante E Caffe,F&B,1,1,City Square Mall
Sake +,F&B,1,1,313@somerset
Sakon Thai,F&B,1,1,Northpoint City
Sakon Thai Village,F&B,1,1,Tiong Bahru Plaza
Sakunthala's Restaurant,F&B,1,1,Northpoint City
Salmon Warrior,F&B,1,1,Suntec City
Salvo by Pasta Fresca,F&B,1,1,PLQ Mall
Sampanman,F&B,1,1,Jurong Point
Sampanman Kelong Changi,F&B,1,1,Jewel Changi Airport
Sanchos taqueria (Halal-Certified),F&B,1,1,Paragon
Sanpoutei Ramen,F&B,1,1,Paragon
Saute Saranghae,F&B,1,1,Tampines 1
Saute-san,F&B,1,1,City Square Mall
Saybons French Food Factory,F&B,1,1,Junction 8
Secret Recipe,F&B,1,1,Plaza Singapura
Sen Sen Sushi by DON DON DONKI,F&B,1,1,Jem
Seorae Jib / Pocha! Korean Street Dining,F&B,1,1,Tampines Mall
Seoul Bunsik,F&B,1,1,Funan
Seoul Noodle,F&B,1,1,Junction 8
Serangoon BBQ & Curry since 1983,F&B,1,1,Junction 8
Shabu Suki 99,F&B,1,1,VivoCity
Shahi Maharani North Indian Restaurant,F&B,1,1,Raffles City Shopping Centre
Sharetea Premium,F&B,1,1,Northpoint City
Shi Li Fang Hot Pot,F&B,1,1,Tiong Bahru Plaza
Shi Li Fang Hot Pot & One Pot,F&B,1,1,White Sands
Shimbashi Soba,F&B,1,1,Paragon
Shinfuni 幸芙妮,F&B,1,1,Bugis Junction (Part of Bugis Town)
Shiok Cup,F&B,1,1,Jurong Point
Shu Liu Xiang,F&B,1,1,Northpoint City
Sichuan Chef,F&B,1,1,Northpoint City
Signature KOI & KOI Thé,F&B,1,1,Suntec City
Simply Retro by Tin Box,F&B,1,1,Suntec City
Simply Wrapps,F&B,1,1,Raffles City Shopping Centre
Singapura Nanyang Coffee,F&B,1,1,Marina Square
Sinpopo,F&B,1,1,Tampines 1
Sinpopo Brand,F&B,1,1,Funan
Six Hands Daily,F&B,1,1,Paragon
Skythai Fastfood,F&B,1,1,Jurong Point
Sláinte,F&B,1,1,Paragon
Song Fa Signatures,F&B,1,1,Paragon
Song Gye Ok,F&B,1,1,The Centrepoint
Soup Cup,F&B,1,1,Suntec City
Souper Baby by Soul Souper,F&B,1,1,United Square
Spicy Chef,F&B,1,1,White Sands
Starbucks Reserve,F&B,1,1,PLQ Mall
Steak 99 Plus,F&B,1,1,Tampines Mall
Steam By Local Coffee People,F&B,1,1,Aperia Mall
Streats Cafe,F&B,1,1,City Square Mall
Stuff'd More,F&B,1,1,AMK Hub
Subway Niche,F&B,1,1,Wisma Atria
Sufood,F&B,1,1,Raffles City Shopping Centre
SugarBelly,F&B,1,1,Jewel Changi Airport
Suju Japanese Restaurant,F&B,1,1,Mandarin Gallery
Summer Acai,F&B,1,1,Jurong Point
Sunnyhills,F&B,1,1,Ngee Ann City
Suparakki Ramen,F&B,1,1,Northpoint City
Super Dario Lasagne Cafe,F&B,1,1,City Square Mall
Super Sushi / Butter Studio,F&B,1,1,Causeway Point
Sushi Ayumu by Masa Ishibashi,F&B,1,1,Mandarin Gallery
Sushidan,F&B,1,1,Raffles City Shopping Centre
Swee Choon,F&B,1,1,Century Square
Swee Choon Express,F&B,1,1,AMK Hub
Swee Heng Classic 1989,F&B,1,1,Jurong Point
Swensen’s Unlimited,F&B,1,1,VivoCity
Swish Rolls,F&B,1,1,Paragon
TAIER Sichuan Cusine,F&B,1,1,PLQ Mall
TAJIMAYA YAKINIKU,F&B,1,1,Great World
TANAMERA COFFEE,F&B,1,1,Marina Square
TANDOORI CULTURE,F&B,1,1,HillV2
TANUKI RAW,F&B,1,1,Orchard Central
TASTE PARADISE,F&B,1,1,ION Orchard
TEALER,F&B,1,1,Lucky Chinatown
TEMPURA TENDON TENYA,F&B,1,1,ION Orchard
TENDON KOHAKU,F&B,1,1,Clarke Quay Central
TENYA,F&B,1,1,Orchard Central
THACHANG SG,F&B,1,1,Bugis Junction (Part of Bugis Town)
THAI BOWL BY THAI SALAD BOWL,F&B,1,1,Icon Village
THAT SKEWER BAR,F&B,1,1,Great World
THE ACAI TEAHOUSE,F&B,1,1,Clarke Quay Central
THE BERRY SPOT,F&B,1,1,Great World
THE CANOPY CAFE,F&B,1,1,Katong V
THE CRAIC HOUSE,F&B,1,1,Riverside Point
THE MARMALADE PANTRY,F&B,1,1,ION Orchard
THE PUBLIC IZAKAYA 2,F&B,1,1,Icon Village
THE SHELF SIDE,F&B,1,1,Icon Village
THE STRAITS WINE COMPANY,F&B,1,1,Icon Village
THE WIRED MONKEY SG,F&B,1,1,Far East Square
TIPO STRADA,F&B,1,1,Great World
TOKYO SOBA,F&B,1,1,Icon Village
TON COFFEE,F&B,1,1,Square 2
TONSHOU,F&B,1,1,Suntec City
TORI SANWA,F&B,1,1,Great World
TORIO JAPANESE RESTAURANT,F&B,1,1,Pacific Plaza
TRICOW HOTPOT & BBQ BUFFET,F&B,1,1,West Coast Plaza
TSUI WAH RESTAURANT,F&B,1,1,Clarke Quay Central
TTEOK Sang,F&B,1,1,Aperia Mall
TUNG LOK PEKING DUCK,F&B,1,1,Orchard Central
TUNG LOK SEAFOOD RESTAURANT,F&B,1,1,Orchard Central
TUNG LOK SIGNATURES,F&B,1,1,Clarke Quay Central
TUNG LOK TEAHOUSE,F&B,1,1,Square 2
TWG Tea Salon & Boutique,F&B,1,1,Raffles City Shopping Centre
TWO MEN BAGEL HOUSE,F&B,1,1,Icon Village
Tag Espresso,F&B,1,1,Ngee Ann City
Taliwang Restaurant,F&B,1,1,Marina Square
TamJai SamGor Mixian,F&B,1,1,Junction 8
Tamoya Udon,F&B,1,1,Plaza Singapura
Tamoya Udon and Tempura,F&B,1,1,Suntec City
Tampopo,F&B,1,1,Ngee Ann City
Tampopo Grand Sushi & Shabu Shabu,F&B,1,1,Ngee Ann City
Tang Tang Malatang,F&B,1,1,Jurong Point
Tang Tea House,F&B,1,1,Marina Square
Tangled Fresh Pasta To Go,F&B,1,1,Bugis Junction (Part of Bugis Town)
Tanglin Cookhouse,F&B,1,1,PLQ Mall
Taste Ipoh,F&B,1,1,Raffles City Shopping Centre
Tenkaichi Japanese BBQ,F&B,1,1,Marina Square
Teppan-yaki x Alley Wei,F&B,1,1,Tampines Mall
Thai Baang,F&B,1,1,AMK Hub
Thai Market By Thai Supermarket,F&B,1,1,Jurong Point
ThaiExpress,F&B,1,1,Raffles City Shopping Centre
The Cake Shop,F&B,1,1,City Square Mall
The Coach Restaurant,F&B,1,1,Jewel Changi Airport
The Coffee Scene,F&B,1,1,CQ @ Clarke Quay
The Cookie Museum,F&B,1,1,Raffles City Shopping Centre
The Cookie Museum at The Gallery,F&B,1,1,Suntec City
The Dark Gallery,F&B,1,1,Ngee Ann City
The Eight,F&B,1,1,Raffles City Shopping Centre
The Food Market by Food Junction,F&B,1,1,Century Square
The Food Place by Food Republic,F&B,1,1,Raffles City Shopping Centre
The Hainan Story,F&B,1,1,Jewel Changi Airport
The Hainan Story Chapter Three,F&B,1,1,Jurong Point
The JellyHearts,F&B,1,1,Plaza Singapura
The Kind Bowl,F&B,1,1,Northpoint City
The MeatHouse by 18 Chefs,F&B,1,1,Century Square
The Original Beach Road Scissors Cut Curry Rice Since 1930,F&B,1,1,VivoCity
The Oyster Bank,F&B,1,1,Funan
The Pack Protein & Salad bar,F&B,1,1,Aperia Mall
The Riverhouse,F&B,1,1,CQ @ Clarke Quay
The Soup Expert,F&B,1,1,Suntec City
The Stamford Brasserie,F&B,1,1,Raffles City Shopping Centre
The Summer Acai,F&B,1,1,Jem
The Sushi Bar,F&B,1,1,Plaza Singapura
The Sushi Bar Dining,F&B,1,1,Ngee Ann City
The Upper House,F&B,1,1,Funan
The Vermilion House,F&B,1,1,Marina Square
TheJellyHearts,F&B,1,1,VivoCity
Tim Hortons Coffee House Est. 1964,F&B,1,1,Suntec City
Tiong Bahru Hainanese Chicken Rice,F&B,1,1,Ngee Ann City
Tiong Bahru Jian Bo Shui Kueh,F&B,1,1,Causeway Point
Tip Top,F&B,1,1,Bugis Junction (Part of Bugis Town)
Tip Top Curry Puff,F&B,1,1,Century Square
Tipsy Bird Gastrobar,F&B,1,1,PLQ Mall
Toast & Roll,F&B,1,1,Bedok Mall
Tokyo Milk Cheese Factory & Cow Cow Kitchen,F&B,1,1,Jewel Changi Airport
Tokyo Shokudo Bistro,F&B,1,1,Bugis Junction (Part of Bugis Town)
Tokyo Yakiniku Heijoen,F&B,1,1,Ngee Ann City
Tomacado,F&B,1,1,Paragon
Tomo Tokyo,F&B,1,1,CQ @ Clarke Quay
Tong Heng,F&B,1,1,Jurong Point
Tonkatsu Daiki,F&B,1,1,Ngee Ann City
Tonkichi,F&B,1,1,Ngee Ann City
Tori Story,F&B,1,1,Lot One Shoppers' Mall
Tous les Jours,F&B,1,1,Northpoint City
Towkay Kia,F&B,1,1,Waterway Point
Treasures - Yi Dian Xin by Imperial Treasure,F&B,1,1,Paragon
Treasures Yi Dian Xin,F&B,1,1,Jewel Changi Airport
Trehaus Café,F&B,1,1,Funan
True Cost,F&B,1,1,Suntec City
Tsukimi Hamburg(&JOY Japanese Food Street),F&B,1,1,Jurong Point
Tsuta,F&B,1,1,313@somerset
Tsuta Japanese Soba Noodles,F&B,1,1,Jewel Changi Airport
Tuk Tuk Cha,F&B,1,1,PLQ Mall
Tun Xiang,F&B,1,1,Tampines 1
TungLok Peking Duck,F&B,1,1,Velocity@Novena Square
TungLok Seafood,F&B,1,1,PLQ Mall
Turkish Lezzet House,F&B,1,1,Suntec City
Twenty Loaf Toasties,F&B,1,1,Waterway Point
Typhoon Cafe,F&B,1,1,Plaza Singapura
UM YONG BAEK,F&B,1,1,Far East Square
UNAGA,F&B,1,1,PLQ Mall
UNAGI VS SALMON,F&B,1,1,Icon Village
UNATOTO,F&B,1,1,Velocity@Novena Square
Ultimate Midas Meal,F&B,1,1,Paragon
Umeya,F&B,1,1,Bugis+ (Part of Bugis Town)
Unazen,F&B,1,1,Ngee Ann City
Uncle Fong Hotpot Restaurant,F&B,1,1,Suntec City
VIOLET OON SINGAPORE,F&B,1,1,ION Orchard
Vanda Botanical Desserts,F&B,1,1,313@somerset
Verve Pizza Bar,F&B,1,1,CQ @ Clarke Quay
Vicoletto Osteria,F&B,1,1,VivoCity
Victoria Bakery,F&B,1,1,United Square
Victoria Bakery & Cafe,F&B,1,1,Marina Square
Viet Thai Kitchen,F&B,1,1,United Square
Vox,F&B,1,1,Suntec City
WANGXIAOZAN Hunan Cuisine,F&B,1,1,Swing By @ Thomson Plaza
WAREHOUSE,F&B,1,1,CQ @ Clarke Quay
WAttention Plaza Japanese Kiosks Gyomu Japan Mart,F&B,1,1,Jurong Point
WEST CO'Z CAFE,F&B,1,1,West Coast Plaza
WEWA,F&B,1,1,Square 2
WHITE 三巴旺白米粉,F&B,1,1,VivoCity
WINDOWSILL PIES,F&B,1,1,Great World
WINGS BAR & GRILL,F&B,1,1,Riverside Point
WO WO DIAN 窝窝店 百年包子,F&B,1,1,Raffles City Shopping Centre
WOOBBEE,F&B,1,1,One Holland Village
WUSHILAND,F&B,1,1,One Holland Village
Wa-En Wagyu Yakiniku,F&B,1,1,Jewel Changi Airport
Waa Cow!,F&B,1,1,VivoCity
Wadori (&JOY Japanese Food Street),F&B,1,1,Jurong Point
Waffle Up,F&B,1,1,CQ @ Clarke Quay
Wan Chai Hong Kong Tea Room,F&B,1,1,IMM Building
Wang Lu Hotpot,F&B,1,1,Causeway Point
Wanglu Hot Pot,F&B,1,1,Waterway Point
Warabi-mochi Kamakura,F&B,1,1,Ngee Ann City
Wee Nam Kee Chicken Rice,F&B,1,1,United Square
Wen Zhang Lao Mian,F&B,1,1,Waterway Point
Western Mahua Noodles,F&B,1,1,PLQ Mall
Wild Honey,F&B,1,1,Mandarin Gallery
Wok The Fish!,F&B,1,1,Century Square
Wokker by A-Roy Thai Restaurant,F&B,1,1,313@somerset
Wonderful Bap Sang,F&B,1,1,Suntec City
Wonderful Bapsang,F&B,1,1,Swing By @ Thomson Plaza
Wooloomooloo Steak House,F&B,1,1,Raffles City Shopping Centre
Wu Fang Zhai,F&B,1,1,Jewel Changi Airport
Wu Pao Chun,F&B,1,1,Paragon
XCYD,F&B,1,1,White Sands
XITA LAO TAITAI,F&B,1,1,Bugis+ (Part of Bugis Town)
Xi Chuan Chuan 喜串串,F&B,1,1,Northpoint City
Xiao Jiao Tian Sichuan Cuisine,F&B,1,1,City Square Mall
Xiao Noodles,F&B,1,1,313@somerset
XiaoLongKan Hotpot,F&B,1,1,Bugis Junction (Part of Bugis Town)
Xin Yuan Ji,F&B,1,1,Jurong Point
Xin Yuan Ji Fish Soup Singapore 新源记,F&B,1,1,VivoCity
YAKINIQUEST,F&B,1,1,Mandarin Gallery
YANG Club,F&B,1,1,CQ @ Clarke Quay
YANG MING SEAFOOD (KELONG),F&B,1,1,VivoCity
YANG'S DUMPLING,F&B,1,1,Bugis Junction (Part of Bugis Town)
YATSUDOKI,F&B,1,1,One Holland Village
YAYOI,F&B,1,1,Northpoint City
YAYOI Japanese Teishoku Restaurant.,F&B,1,1,United Square
YI FANG TAIWAN FRUIT TEA,F&B,1,1,Clarke Quay Central
YIN JI 银记肠粉店,F&B,1,1,Far East Square
YM Bakery,F&B,1,1,PLQ Mall
YO-CHI,F&B,1,1,Orchard Central
YOASOBI BY KANPAI,F&B,1,1,Far East Square
YUN GA TRADITIONAL KOREAN RESTAURANT,F&B,1,1,Katong V
Yaki Yaki Bo (&JOY Japanese Food Street),F&B,1,1,Jurong Point
Yakiniku-GO Plus,F&B,1,1,Suntec City
Yakitori ONE,F&B,1,1,Suntec City
Yamazaki Boulangerie Chaude,F&B,1,1,Tampines 1
Yan Ji Gourmet Seafood Soup,F&B,1,1,Funan
Yan's Dining Fine Shanghai Cuisine,F&B,1,1,Mandarin Gallery
Yang Guo Fu Malatang,F&B,1,1,City Square Mall
YangGuoFu Malatang,F&B,1,1,Marina Square
Yechun Xiao Jiang Nan @ The Dining Edition,F&B,1,1,Marina Square
Yew Kee Duck Rice,F&B,1,1,Jem
Yong Fu,F&B,1,1,Suntec City
Yong Xing Teochew Porridge,F&B,1,1,Suntec City
Yum Yum Thai,F&B,1,1,PLQ Mall
Yum Yum Tod Tod,F&B,1,1,Sengkang Grand Mall
Yummi Bites,F&B,1,1,AMK Hub
Yummi House,F&B,1,1,Northpoint City
Yun Nans,F&B,1,1,Jewel Changi Airport
ZUI YU XUAN TEOCHEW CUISINE,F&B,1,1,Far East Square
Zheng Nan Qi Bai and Dong Lai Handmade Fresh Buns Shop,F&B,1,1,White Sands
Zheng Neng Zhu La Mian,F&B,1,1,Aperia Mall
Zhou's Claypot Rice Noodles,F&B,1,1,Suntec City
Zing,F&B,1,1,PLQ Mall
Zuya Vegetarian,F&B,1,1,Tiong Bahru Plaza
alittle 1㸃㸃,F&B,1,1,Icon Village
coast & roast (Halal-Certified),F&B,1,1,Paragon
elemen 元素™,F&B,1,1,PLQ Mall
iMANGO,F&B,1,1,Bugis+ (Part of Bugis Town)
llao llao,F&B,1,1,Suntec City
noci bakehouse,F&B,1,1,Suntec City
saap saap thai x kaffe & toast,F&B,1,1,Tampines Mall
sio pasta,F&B,1,1,Raffles City Shopping Centre
smol,F&B,1,1,PLQ Mall
snacKING Retro Biscuits Express,F&B,1,1,Northpoint City
小燕子番茄火锅 TOMATO HOTPOT,F&B,1,1,Clarke Quay Central
爭鮮 GOGO,F&B,1,1,AMK Hub
老2靓汤 FAST SOUP,F&B,1,1,AMK Hub
